objectid,filename,format,title,title_ar,script_en,script_ar,description,description_ar,creator,creator_ar,date,date_note,subject,subject_ar,material,material_ar,technique,technique_ar,content_en,content_ar,dimensions,language,type,inscription,piece_number,sort_order,source_file,additional_files,instagram,file_matched
wd-093,93WD_35X42.JPG,image/jpeg,Glory be to God,سبحان الله,Thuluth,خط الثلث,Inlaid wood. The inscription “Glory be to God” is written in Thuluth. Dated 2006. Dimensions: 35 × 42 cm.,خشب مطعم. نقش «سبحان الله» مكتوب بخط الثلث. أُنجز عام ٢٠٠٦. المقاس: 35 × 42 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2006,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,35 × 42 cm,ara; eng,Image;StillImage,سبحان الله,93,66,wood works/93WD_35X42.JPG,,no,yes
wd-094,94WD_82X100.JPG,image/jpeg,Do good; God loves those who do good,وأحسنوا إن الله يحب المحسنين,Kufic and Naskh,كوفي وخط النسخ,Inlaid wood. The inscription “Do good; God loves those who do good” is written in Kufic and Naskh. Dimensions: 82 × 100 cm.,خشب مطعم. نقش «وأحسنوا إن الله يحب المحسنين» مكتوب بالكوفي وخط النسخ. المقاس: 82 × 100 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Kufic and Naskh,خشب؛ خط؛ خط عربي؛ كوفي وخط النسخ,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,82 × 100 cm,ara; eng,Image;StillImage,واحسنوا ان الل يحب المحسنين,94,67,wood works/94WD_82X100.JPG,,no,yes
wd-095,95WD_80X80.JPG,image/jpeg,"Our Lord, we have believed, so forgive us and have mercy on us; You are the best of the merciful",ربنا آمنا فاغفر لنا وارحمنا أنت خير الراحمين,Thuluth,خط الثلث,"Inlaid wood. The inscription “Our Lord, we have believed, so forgive us and have mercy on us; You are the best of the merciful” is written in Thuluth. Dimensions: 80 × 80 cm.",خشب مطعم. نقش «ربنا آمنا فاغفر لنا وارحمنا أنت خير الراحمين» مكتوب بخط الثلث. المقاس: 80 × 80 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,80 × 80 cm,ara; eng,Image;StillImage,ربنا آمنافاغفر لنا وارحمنا انت خير الرحمين,95,68,wood works/95WD_80X80.JPG,,no,yes
wd-096,96WD_53X78.JPG,image/jpeg,Patience is the key to relief,الصبر مفتاح الفرج,Geometric Kufic,كوفي هندسي,Inlaid wood. The inscription “Patience is the key to relief” is written in Geometric Kufic. Dimensions: 53 × 78 cm.,خشب مطعم. نقش «الصبر مفتاح الفرج» مكتوب بالكوفي الهندسي. المقاس: 53 × 78 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,53 × 78 cm,ara; eng,Image;StillImage,الصبر مفتاح الفرج,96,69,wood works/96WD_53X78.JPG,,no,yes
wd-097,97WD_97X30.JPG,image/jpeg,"In the name of God, I rely on God; there is no power except with God",بسم الله توكلت على الله ولا حول ولا قوة إلا بالله,Thuluth,خط الثلث,"Inlaid wood. The inscription “In the name of God, I rely on God; there is no power except with God” is written in Thuluth. Dimensions: 97 × 30 cm.",خشب مطعم. نقش «بسم الله توكلت على الله ولا حول ولا قوة إلا بالله» مكتوب بخط الثلث. المقاس: 97 × 30 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,97 × 30 cm,ara; eng,Image;StillImage,بسم الله توكلت على الله ولا حول ولا قوة الا بالله,97,70,wood works/97WD_97X30.JPG,,no,yes
wd-098,98WD_50X38.JPG,image/jpeg,"In the name of God, the Most Gracious, the Most Merciful",بسم الله الرحمن الرحيم,Geometric Kufic,كوفي هندسي,"Inlaid wood. The inscription “In the name of God, the Most Gracious, the Most Merciful” is written in Geometric Kufic. Dimensions: 50 × 38 cm.",خشب مطعم. نقش «بسم الله الرحمن الرحيم» مكتوب بالكوفي الهندسي. المقاس: 50 × 38 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,50 × 38 cm,ara; eng,Image;StillImage,بسم الله الرحمن الرحيم,98,71,wood works/98WD_50X38.JPG,,no,yes
wd-099,99WD_67X40.JPG,image/jpeg,"In the name of God, the Most Gracious, the Most Merciful",بسم الله الرحمن الرحيم,Geometric Kufic,كوفي هندسي,"Inlaid wood. The inscription “In the name of God, the Most Gracious, the Most Merciful” is written in Geometric Kufic. Dated 2010. Dimensions: 67 × 40 cm.",خشب مطعم. نقش «بسم الله الرحمن الرحيم» مكتوب بالكوفي الهندسي. أُنجز عام ٢٠١٠. المقاس: 67 × 40 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2010,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,67 × 40 cm,ara; eng,Image;StillImage,بسم الله الرحمن الرحيم,99,72,wood works/99WD_67X40.JPG,,no,yes
wd-100,100WD_83X83.JPG,image/jpeg,"Our Lord, we have believed, so forgive us and have mercy on us; You are the best of the merciful",ربنا آمنا فاغفر لنا وارحمنا أنت خير الراحمين,Thuluth,خط الثلث,"Inlaid wood. The inscription “Our Lord, we have believed, so forgive us and have mercy on us; You are the best of the merciful” is written in Thuluth. Dimensions: 83 × 83 cm.",خشب مطعم. نقش «ربنا آمنا فاغفر لنا وارحمنا أنت خير الراحمين» مكتوب بخط الثلث. المقاس: 83 × 83 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,83 × 83 cm,ara; eng,Image;StillImage,ربنا آمنا فاغفر لنا وارحمنا انت خير الرحمين,100,73,wood works/100WD_83X83.JPG,,no,yes
wd-101,101WD_80X145.JPG,image/jpeg,Nun. By the pen and what they write,ن والقلم وما يسطرون,Naskh,خط النسخ,Inlaid wood. The inscription “Nun. By the pen and what they write” is written in Naskh. Dimensions: 88 × 145 cm.,خشب مطعم. نقش «ن والقلم وما يسطرون» مكتوب بخط النسخ. المقاس: 88 × 145 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Naskh,خشب؛ خط؛ خط عربي؛ خط النسخ,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,88 × 145 cm,ara; eng,Image;StillImage,نون والقلم وما يسطرون,101,74,wood works/101WD_80X145.JPG,,no,yes
wd-105,105WD_25X40.jpg,image/jpeg,Allah,الله,Geometric Kufic,كوفي هندسي,Inlaid wood. The inscription “Allah” is written in Geometric Kufic. Dimensions: 25 × 40 cm.,خشب مطعم. نقش «الله» مكتوب بالكوفي الهندسي. المقاس: 25 × 40 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,25 × 40 cm,ara; eng,Image;StillImage,GOD\الله,105,75,wood works/105WD_25X40.jpg,,no,yes
wd-106,106WD_28X38.jpg,image/jpeg,Glory be to God and praise Him; glory be to God the Magnificent,سبحان الله وبحمده سبحان الله العظيم,Thuluth,خط الثلث,Inlaid wood. The inscription “Glory be to God and praise Him; glory be to God the Magnificent” is written in Thuluth. Dimensions: 28 × 38 cm.,خشب مطعم. نقش «سبحان الله وبحمده سبحان الله العظيم» مكتوب بخط الثلث. المقاس: 28 × 38 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,28 × 38 cm,ara; eng,Image;StillImage,سبحان الله وبحمده سبحان الله العظيم,106,76,wood works/106WD_28X38.jpg,,no,yes
wd-107,107WD_40x52.jpg,image/jpeg,Say: I seek refuge in the Lord of daybreak (Al-Falaq),قل أعوذ برب الفلق,Thuluth,خط الثلث,Inlaid wood. The inscription “Say: I seek refuge in the Lord of daybreak (Al-Falaq)” is written in Thuluth. Dated 2011. Dimensions: 40 × 52 cm.,خشب مطعم. نقش «قل أعوذ برب الفلق» مكتوب بخط الثلث. أُنجز عام ٢٠١١. المقاس: 40 × 52 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2011,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,40 × 52 cm,ara; eng,Image;StillImage,قل اعوذ برب الفلق,107,77,wood works/107WD_40x52.jpg,,no,yes
wd-108,108WD_40x52.jpg,image/jpeg,"Say: He is God, One (Al-Ikhlas)",قل هو الله أحد,Thuluth,خط الثلث,"Inlaid wood. The inscription “Say: He is God, One (Al-Ikhlas)” is written in Thuluth. Dated 2011. Dimensions: 40 × 52 cm.",خشب مطعم. نقش «قل هو الله أحد» مكتوب بخط الثلث. أُنجز عام ٢٠١١. المقاس: 40 × 52 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2011,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,40 × 52 cm,ara; eng,Image;StillImage,قل هو الله احد,108,78,wood works/108WD_40x52.jpg,,no,yes
wd-109,109WD_40x52.jpg,image/jpeg,Say: I seek refuge in the Lord of daybreak (Al-Falaq),قل أعوذ برب الفلق,Thuluth,خط الثلث,Inlaid wood. The inscription “Say: I seek refuge in the Lord of daybreak (Al-Falaq)” is written in Thuluth. Dated 2011. Dimensions: 40 × 52 cm.,خشب مطعم. نقش «قل أعوذ برب الفلق» مكتوب بخط الثلث. أُنجز عام ٢٠١١. المقاس: 40 × 52 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2011,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,40 × 52 cm,ara; eng,Image;StillImage,قل اعوذ برب الفلق,109,79,wood works/109WD_40x52.jpg,,no,yes
wd-110,110WD_40x60.jpg,image/jpeg,"Did We not expand for you your breast, and lift from you your burden (Ash-Sharh)",ألم نشرح لك صدرك ووضعنا عنك وزرك,Thuluth,خط الثلث,"Inlaid wood. The inscription “Did We not expand for you your breast, and lift from you your burden (Ash-Sharh)” is written in Thuluth. Dated 2011. Dimensions: 40 × 60 cm.",خشب مطعم. نقش «ألم نشرح لك صدرك ووضعنا عنك وزرك» مكتوب بخط الثلث. أُنجز عام ٢٠١١. المقاس: 40 × 60 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2011,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,40 × 60 cm,ara; eng,Image;StillImage,الم نشرح لك صدرك ووضعنا عنك وزرك,110,80,wood works/110WD_40x60.jpg,,no,yes
wd-111,111WD_43x62.jpg,image/jpeg,Allah,الله,Thuluth,خط الثلث,Inlaid wood. The inscription “Allah” is written in Thuluth. Early work. Dimensions: 43 × 62 cm.,خشب مطعم. نقش «الله» مكتوب بخط الثلث. من الأعمال المبكرة. المقاس: 43 × 62 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,early works,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,43 × 62 cm,ara; eng,Image;StillImage,الله,111,81,wood works/111WD_43x62.jpg,,no,yes
wd-112,112WD_93x48.jpg,image/jpeg,"If you are grateful, I will surely increase you",لئن شكرتم لأزيدنكم,Geometric Kufic,كوفي هندسي,"Inlaid wood. The inscription “If you are grateful, I will surely increase you” is written in Geometric Kufic. Dimensions: 93 × 48 cm.",خشب مطعم. نقش «لئن شكرتم لأزيدنكم» مكتوب بالكوفي الهندسي. المقاس: 93 × 48 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,93 × 48 cm,ara; eng,Image;StillImage,لئن شكرتم لأزيدكم,112,82,wood works/112WD_93x48.jpg,,no,yes
wd-113,113WD_50x72.jpg,image/jpeg,He taught by the pen,علّم بالقلم,Naskh,خط النسخ,Inlaid wood. The inscription “He taught by the pen” is written in Naskh. Dimensions: 50 × 72 cm.,خشب مطعم. نقش «علّم بالقلم» مكتوب بخط النسخ. المقاس: 50 × 72 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Naskh,خشب؛ خط؛ خط عربي؛ خط النسخ,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,50 × 72 cm,ara; eng,Image;StillImage,علم بالقلم,113,83,wood works/113WD_50x72.jpg,,no,yes
wd-114,114WD_80x42.jpg,image/jpeg,God is sufficient for me,حسبي الله,Geometric Kufic,كوفي هندسي,Inlaid wood. The inscription “God is sufficient for me” is written in Geometric Kufic. Dimensions: 80 × 42 cm.,خشب مطعم. نقش «حسبي الله» مكتوب بالكوفي الهندسي. المقاس: 80 × 42 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,80 × 42 cm,ara; eng,Image;StillImage,حسبي الله,114,84,wood works/114WD_80x42.jpg,,no,yes
wd-115,115WD_81x44.jpg,image/jpeg,"God — there is no god except Him, the Ever-Living, the Sustainer",الله لا إله إلا هو الحي القيوم,Foliated Kufic,كوفي مزهر,"Inlaid wood. The inscription “God — there is no god except Him, the Ever-Living, the Sustainer” is written in Foliated Kufic. Dimensions: 81 × 44 cm.",خشب مطعم. نقش «الله لا إله إلا هو الحي القيوم» مكتوب بالكوفي المزهر. المقاس: 81 × 44 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Foliated Kufic,خشب؛ خط؛ خط عربي؛ كوفي مزهر,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,81 × 44 cm,ara; eng,Image;StillImage,الله لا الله الا هو الحي القيوم,115,85,wood works/115WD_81x44.jpg,,no,yes
wd-116,116WD_100x63.jpg,image/jpeg,And the favor of God upon you has been great,وكان فضل الله عليك عظيماً,Naskh,خط النسخ,Inlaid wood. The inscription “And the favor of God upon you has been great” is written in Naskh. Dated 2005. Dimensions: 100 × 63 cm.,خشب مطعم. نقش «وكان فضل الله عليك عظيماً» مكتوب بخط النسخ. أُنجز عام ٢٠٠٥. المقاس: 100 × 63 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2005,,Wood; Text; Calligraphy; Naskh,خشب؛ خط؛ خط عربي؛ خط النسخ,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,100 × 63 cm,ara; eng,Image;StillImage,وكان فضل الله عليك عظيما,116,86,wood works/116WD_100x63.jpg,,no,yes
wd-120,120WD_70x90.jpg,image/jpeg,Do not argue with the People of the Book except in the best way,ولا تجادلوا أهل الكتاب إلا بالتي هي أحسن,Naskh and Thuluth,خط النسخ وخط الثلث,Inlaid wood. The inscription “Do not argue with the People of the Book except in the best way” is written in Naskh and Thuluth. Dimensions: 70 × 90 cm.,خشب مطعم. نقش «ولا تجادلوا أهل الكتاب إلا بالتي هي أحسن» مكتوب بخط النسخ وخط الثلث. المقاس: 70 × 90 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Naskh and Thuluth,خشب؛ خط؛ خط عربي؛ خط النسخ وخط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,70 × 90 cm,ara; eng,Image;StillImage,ولا تجدلو اهل الكتاب اللا بالتي هي احسن,120,87,wood works/120WD_70x90.jpg,,no,yes
wd-123,123WD_70x90.jpg,image/jpeg,Do not argue with the People of the Book except in the best way,ولا تجادلوا أهل الكتاب إلا بالتي هي أحسن,Naskh and Thuluth,خط النسخ وخط الثلث,Inlaid wood. The inscription “Do not argue with the People of the Book except in the best way” is written in Naskh and Thuluth. Dimensions: 70 × 90 cm.,خشب مطعم. نقش «ولا تجادلوا أهل الكتاب إلا بالتي هي أحسن» مكتوب بخط النسخ وخط الثلث. المقاس: 70 × 90 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Naskh and Thuluth,خشب؛ خط؛ خط عربي؛ خط النسخ وخط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,70 × 90 cm,ara; eng,Image;StillImage,ولا تجدلو اهل الكتاب اللا بالتي هي احسن,123,88,wood works/123WD_70x90.jpg,,no,yes
wd-124,124WD_107x122.jpg,image/jpeg,"Do not become angry, and Paradise will be yours",لا تغضب ولك الجنة,Thuluth,خط الثلث,"Inlaid wood. The inscription “Do not become angry, and Paradise will be yours” is written in Thuluth. Dimensions: 107 × 122 cm.",خشب مطعم. نقش «لا تغضب ولك الجنة» مكتوب بخط الثلث. المقاس: 107 × 122 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,107 × 122 cm,ara; eng,Image;StillImage,لا تغضب ولك الجنة,124,89,wood works/124WD_107x122.jpg,,no,yes
wd-125,125WD_92x112.jpg,image/jpeg,"And hasten to forgiveness from your Lord and a garden as wide as the heavens and earth, prepared for the righteous",وسارعوا إلى مغفرة من ربكم وجنة عرضها السموات والأرض أعدت للمتقين,Naskh and Thuluth,خط النسخ وخط الثلث,"Inlaid wood. The inscription “And hasten to forgiveness from your Lord and a garden as wide as the heavens and earth, prepared for the righteous” is written in Naskh and Thuluth. Dimensions: 92 × 112 cm.",خشب مطعم. نقش «وسارعوا إلى مغفرة من ربكم وجنة عرضها السموات والأرض أعدت للمتقين» مكتوب بخط النسخ وخط الثلث. المقاس: 92 × 112 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Naskh and Thuluth,خشب؛ خط؛ خط عربي؛ خط النسخ وخط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,92 × 112 cm,ara; eng,Image;StillImage,وسارعوا الى مغفرة من ربكم وجنة عرضها السماوات والارض اعدت للمتقين,125,90,wood works/125WD_92x112.jpg,,no,yes
wd-126,126WD_70x100.jpg,image/jpeg,And the favor of God upon you has been great,وكان فضل الله عليك عظيماً,Naskh,خط النسخ,Inlaid wood. The inscription “And the favor of God upon you has been great” is written in Naskh. Dated 2007. Dimensions: 70 × 100 cm.,خشب مطعم. نقش «وكان فضل الله عليك عظيماً» مكتوب بخط النسخ. أُنجز عام ٢٠٠٧. المقاس: 70 × 100 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2007,,Wood; Text; Calligraphy; Naskh,خشب؛ خط؛ خط عربي؛ خط النسخ,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,70 × 100 cm,ara; eng,Image;StillImage,وكان فضل الله عليك عظيما,126,91,wood works/126WD_70x100.jpg,,no,yes
wd-127,127WD_70x99.jpg,image/jpeg,We shall turn you to a qibla that will please you,فلنولينك قبلة ترضاها,Geometric Kufic,كوفي هندسي,Inlaid wood. The inscription “We shall turn you to a qibla that will please you” is written in Geometric Kufic. Dated 2008. Dimensions: 70 × 99 cm.,خشب مطعم. نقش «فلنولينك قبلة ترضاها» مكتوب بالكوفي الهندسي. أُنجز عام ٢٠٠٨. المقاس: 70 × 99 سم.,Muhammed Saied Kalash,محمد سعيد كلش,2008,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,70 × 99 cm,ara; eng,Image;StillImage,فلنولينك قبلة ترضاها,127,92,wood works/127WD_70x99.jpg,,no,yes
wd-128,128WD_80x122.jpg,image/jpeg,This is from the grace of God,هذا من فضل الله,Thuluth,خط الثلث,Inlaid wood. The inscription “This is from the grace of God” is written in Thuluth. Dimensions: 80 × 122 cm.,خشب مطعم. نقش «هذا من فضل الله» مكتوب بخط الثلث. المقاس: 80 × 122 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,80 × 122 cm,ara; eng,Image;StillImage,هذا من فضل الله,128,93,wood works/128WD_80x122.jpg,,no,yes
wd-129,129WD_70x90.jpg,image/jpeg,On this earth is what deserves life — Kufic and Naskh,على هذه الأرض ما يستحق الحياة، الخط الكوفي والنسخ,Kufic and Naskh,كوفي وخط النسخ,Inlaid wood. The inscription “On this earth is what deserves life — Kufic and Naskh” is written in Kufic and Naskh. Dimensions: 70 × 90 cm.,خشب مطعم. نقش «على هذه الأرض ما يستحق الحياة، الخط الكوفي والنسخ» مكتوب بالكوفي وخط النسخ. المقاس: 70 × 90 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Kufic and Naskh,خشب؛ خط؛ خط عربي؛ كوفي وخط النسخ,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,70 × 90 cm,ara; eng,Image;StillImage,على هذه الارض ما يستحق الحياة، الخط الكوفي والنسخ,129,94,wood works/129WD_70x90.jpg,,no,yes
wd-130,130WD_104x61.jpg,image/jpeg,Ayat al-Kursi,آية الكرسي,Naskh,خط النسخ,Inlaid wood. The inscription “Ayat al-Kursi” is written in Naskh. Dimensions: 104 × 61 cm.,خشب مطعم. نقش «آية الكرسي» مكتوب بخط النسخ. المقاس: 104 × 61 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Naskh,خشب؛ خط؛ خط عربي؛ خط النسخ,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,104 × 61 cm,ara; eng,Image;StillImage,اية الكرسي,130,95,wood works/130WD_104x61.jpg,,no,yes
wd-131,131WD_65x122.jpg,image/jpeg,Do good,وأحسنوا,Thuluth,خط الثلث,Inlaid wood. The inscription “Do good” is written in Thuluth. Dimensions: 65 × 122 cm.,خشب مطعم. نقش «وأحسنوا» مكتوب بخط الثلث. المقاس: 65 × 122 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,65 × 122 cm,ara; eng,Image;StillImage,واحسنوا,131,96,wood works/131WD_65x122.jpg,,no,yes
wd-132,132WD_89x51.jpg,image/jpeg,"In the name of God, the Most Gracious, the Most Merciful",بسم الله الرحمن الرحيم,Geometric Kufic,كوفي هندسي,"Inlaid wood. The inscription “In the name of God, the Most Gracious, the Most Merciful” is written in Geometric Kufic. Dimensions: 89 × 51 cm.",خشب مطعم. نقش «بسم الله الرحمن الرحيم» مكتوب بالكوفي الهندسي. المقاس: 89 × 51 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,89 × 51 cm,ara; eng,Image;StillImage,بسم الله الرحمن الرحيم,132,97,wood works/132WD_89x51.jpg,,no,yes
wd-133,133WD_70x90.jpg,image/jpeg,Shake toward you the trunk of the palm; it will drop upon you fresh ripe dates (Maryam),وهزي إليك بجذع النخلة تساقط عليك رطباً جنياً,Kufic and Naskh,كوفي وخط النسخ,Inlaid wood. The inscription “Shake toward you the trunk of the palm; it will drop upon you fresh ripe dates (Maryam)” is written in Kufic and Naskh. Dimensions: 70 × 90 cm.,خشب مطعم. نقش «وهزي إليك بجذع النخلة تساقط عليك رطباً جنياً» مكتوب بالكوفي وخط النسخ. المقاس: 70 × 90 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Kufic and Naskh,خشب؛ خط؛ خط عربي؛ كوفي وخط النسخ,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,70 × 90 cm,ara; eng,Image;StillImage,وهزي إليك بجذع النخلة تساقط عليك رطبا جنيا,133,98,wood works/133WD_70x90.jpg,,no,yes
wd-138,138WD_107X47.JPG,image/jpeg,"Do not become angry, and Paradise will be yours",لا تغضب ولك الجنة,Thuluth,خط الثلث,"Inlaid wood. The inscription “Do not become angry, and Paradise will be yours” is written in Thuluth. Dimensions: 107 × 47 cm.",خشب مطعم. نقش «لا تغضب ولك الجنة» مكتوب بخط الثلث. المقاس: 107 × 47 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Thuluth,خشب؛ خط؛ خط عربي؛ خط الثلث,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,107 × 47 cm,ara; eng,Image;StillImage,لا تغضب ولك الجنة,138,99,wood works/138WD_107X47.JPG,,no,yes
wd-142,142WD_180X32.JPG,image/jpeg,"If your power tempts you to wrong people, remember the power of God over you",إذا دعتك قدرتك على ظلم الناس فتذكر قدرة الله عليك,Naskh,خط النسخ,"Inlaid wood. The inscription “If your power tempts you to wrong people, remember the power of God over you” is written in Naskh. Dimensions: 180 × 32 cm.",خشب مطعم. نقش «إذا دعتك قدرتك على ظلم الناس فتذكر قدرة الله عليك» مكتوب بخط النسخ. المقاس: 180 × 32 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Naskh,خشب؛ خط؛ خط عربي؛ خط النسخ,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,180 × 32 cm,ara; eng,Image;StillImage,اذا دعتك قدرت على ظلم الناس فتذكر قدرة الله عليك,142,100,wood works/142WD_180X32.JPG,,no,yes
wd-143,143WD_102X42.JPG,image/jpeg,Praise be to God for the blessing of Islam,الحمد لله على نعمة الإسلام,Geometric Kufic,كوفي هندسي,Inlaid wood. The inscription “Praise be to God for the blessing of Islam” is written in Geometric Kufic. Dimensions: 102 × 42 cm.,خشب مطعم. نقش «الحمد لله على نعمة الإسلام» مكتوب بالكوفي الهندسي. المقاس: 102 × 42 سم.,Muhammed Saied Kalash,محمد سعيد كلش,,,Wood; Text; Calligraphy; Geometric Kufic,خشب؛ خط؛ خط عربي؛ كوفي هندسي,Wood,خشب,Inlaid wood,خشب مطعم,Text,خط,102 × 42 cm,ara; eng,Image;StillImage,الحمدلله على نعمة الاسلام,143,101,wood works/143WD_102X42.JPG,,no,yes
